"zona","state","municipio","head","hotel"
"5","Cancun","Cancun","Puerto Morelos","Hotel Dos Naciones Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Hotel Eden Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Hotel Gota de Sal"
"5","Cancun","Cancun","Puerto Morelos","Hotel Hacienda Morelos Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Hotel Marina El Cid Spa & Beach Resort Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Hotel Ojo De Agua Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Isla Blanca"
"5","Cancun","Cancun","Puerto Morelos","La Casa de Serenidad Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Marina Hacienda del Mar"
"5","Cancun","Cancun","Puerto Morelos","Mayan Riviera Properties"
"5","Cancun","Cancun","Puerto Morelos","Moonlight Condos Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Now Jade Riviera Cancun Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Now Natura Riviera Cancun Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Now Sapphire Riviera Cancun Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Ocean Coral & Turquesa Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Ocean Homes Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Paradisus Riviera Cancun Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Paraíso De La Bonita Resort & Thalasso"
"5","Cancun","Cancun","Puerto Morelos","Posada Amor Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Posada El Moro Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Private Destination Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Rancho Sak-OI Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Royalton Riviera Cancun Resorts & Spa Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Secrets Excellence"
"5","Cancun","Cancun","Puerto Morelos","Secrets Silversands Riviera Cancun"
"5","Cancun","Cancun","Puerto Morelos","Suites Stella Marina Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","The Little Mexican Cooking School Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Uncle Hugo's Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Velas Condos puerto morelos"
"5","Cancun","Cancun","Puerto Morelos","Ventus at Marina El Cid Spa & Beach Resort"
"5","Cancun","Cancun","Puerto Morelos","Villa Shanti Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Villa Sirenas Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Villas Clarita Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Villas Latinas"
"5","Cancun","Cancun","Puerto Morelos","Villas Playasol"
"5","Cancun","Cancun","Puerto Morelos","Villas Valentina Puerto Morelos"
"5","Cancun","Cancun","Puerto Morelos","Zoetry Parariso De La Bonita Puerto Morelos"
"6","Cancun","Cancun","Playa Paraiso","Acacia Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Amarte Maroma"
"6","Cancun","Cancun","Playa Paraiso","Artisan The Handmade Hotel Collection Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Belmond Maroma Resort & Spa Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Casa Chanty Beach Front"
"6","Cancun","Cancun","Playa Paraiso","Casitas Royale"
"6","Cancun","Cancun","Playa Paraiso","Catalonia Maroma"
"6","Cancun","Cancun","Playa Paraiso","Catalonia Playa Maroma Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Catalonia Priveleged Maroma"
"6","Cancun","Cancun","Playa Paraiso","Chable Maroma"
"6","Cancun","Cancun","Playa Paraiso","Domicilio Particular Zona PLP"
"6","Cancun","Cancun","Playa Paraiso","El Dorado Casitas Royale Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","El Dorado Maroma Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","El Dorado Royale Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Generations Riviera Maya"
"6","Cancun","Cancun","Playa Paraiso","Grand Luxxe Riviera Maya Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Grand Mayan Palace"
"6","Cancun","Cancun","Playa Paraiso","Hacienda del Secreto Playa del Secreto"
"6","Cancun","Cancun","Playa Paraiso","Hotel Amarte"
"6","Cancun","Cancun","Playa Paraiso","Iberostar Grand Paraiso"
"6","Cancun","Cancun","Playa Paraiso","Iberostar Paraiso Beach Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Iberostar Paraiso Del Mar Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Iberostar Paraiso Lindo Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Iberostar Paraiso Maya Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","La Cabaña de Playa del Secreto"
"6","Cancun","Cancun","Playa Paraiso","Maroma Resort"
"6","Cancun","Cancun","Playa Paraiso","Maroma Resort & Spa"
"6","Cancun","Cancun","Playa Paraiso","Mayan Palace Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Ocean Breeze"
"6","Cancun","Cancun","Playa Paraiso","Playa del Secreto"
"6","Cancun","Cancun","Playa Paraiso","Playa Maroma"
"6","Cancun","Cancun","Playa Paraiso","Playa Paraiso"
"6","Cancun","Cancun","Playa Paraiso","Private Destination Playa Paraiso"
"6","Cancun","Cancun","Playa Paraiso","Secret Beach Villa"
"6","Cancun","Cancun","Playa Paraiso","Secreto House"
"6","Cancun","Cancun","Playa Paraiso","Secrets Maroma Beach Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Senses Riviera Maya By Artisan"
"6","Cancun","Cancun","Playa Paraiso","Teatre Cirque Du Solei"
"6","Cancun","Cancun","Playa Paraiso","The Bliss Resort"
"6","Cancun","Cancun","Playa Paraiso","The Bliss Riviera Maya Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","The Fifth Secret"
"6","Cancun","Cancun","Playa Paraiso","The Grand Bliss Riviera Maya"
"6","Cancun","Cancun","Playa Paraiso","The Grand Mayan"
"6","Cancun","Cancun","Playa Paraiso","The Grand Mayan Playa del Carmen"
"6","Cancun","Cancun","Playa Paraiso","The Grand Mayan Riviera Maya Playa Del Carmen"
"6","Cancun","Cancun","Playa Paraiso","Valentin Imperial Maya "
"6","Cancun","Cancun","Playa Paraiso","Vidanta Riviera Maya"
"6","Cancun","Cancun","Playa Paraiso","Villa Casa Tortuga Playa del Secreto (Hacienda del Secreto)"
"6","Cancun","Cancun","Playa Paraiso","Villa Du Soleil"
"6","Cancun","Cancun","Playa Paraiso","Villa Kaak Naab"
"6","Cancun","Cancun","Playa Paraiso","Villa la Gran Tortuga"
"6","Cancun","Cancun","Playa Paraiso","Villa Sol y Luna Playa Del Secreto"
"6","Cancun","Cancun","Playa Paraiso","Villa Tortuga Playa del Secreto"
"7","Cancun","Cancun","Norte  Playa del Carmen","Azul Beach Resort The Fives Playa del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Banyan Tree Mayakoba Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Blue Bay Grand Esmeralda Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Club El Mandarin Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Fairmont Mayakoba Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Grand Riviera Princess Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Grand Sunset Princess Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Grand Velas Riviera Maya Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Hacienda Tres Rios Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Hotel Blue Diamond Riviera Maya Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Itaka Glamping Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Le Reve Hotel & Spa Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Marea Azul Apartments Playa del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Nick Price Residences"
"7","Cancun","Cancun","Norte  Playa del Carmen","Nick Price Residences"
"7","Cancun","Cancun","Norte  Playa del Carmen","Ocean Maya Royale Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Ocean Riviera Paradise"
"7","Cancun","Cancun","Norte  Playa del Carmen","Petit Lafitte Hotel Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Platinum Yucatan Princess Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Pure Mareazul Riviera Maya Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Residencial Selvamar"
"7","Cancun","Cancun","Norte  Playa del Carmen","Rosewood Mayakoba Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Royal Haciendas "
"7","Cancun","Cancun","Norte  Playa del Carmen","Royal Haciendas "
"7","Cancun","Cancun","Norte  Playa del Carmen","Sandos Caracol Eco Resort Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","Secrets Capri Riviera Cancun Playa Del Carmen"
"7","Cancun","Cancun","Norte  Playa del Carmen","The Fives Azul Beach Resort Playa Del Carmen, by Karisma"
"7","Cancun","Cancun","Norte  Playa del Carmen","The Fives Beach Hotel & Residences"
"7","Cancun","Cancun","Norte  Playa del Carmen","Viceroy Riviera Maya Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","5th avenue - Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","5th Avenue Hotel - Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","5th Coral Suites"
"8","Cancun","Cancun","Playa del Carmen","770 Hotel Boutique"
"8","Cancun","Cancun","Playa del Carmen","Acanto Boutique Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Adelia Maria"
"8","Cancun","Cancun","Playa del Carmen","Albatros Royale Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Aldea Thai Luxury Condo Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Alejari"
"8","Cancun","Cancun","Playa del Carmen","Allegro Playacar"
"8","Cancun","Cancun","Playa del Carmen","Allegro Playacar Resort Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Alux Playa - Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Anah Suites Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Angelos Hotel"
"8","Cancun","Cancun","Playa del Carmen","Antera Hotel & Residences Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Apart Hotel Casaejido "
"8","Cancun","Cancun","Playa del Carmen","Aventura Mexicana Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","B&B SiPlaya Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Bambu Suites Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Básico"
"8","Cancun","Cancun","Playa del Carmen","Black Shell Vacation Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Bloom exclusive boutique b&b Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","blue bay"
"8","Cancun","Cancun","Playa del Carmen","Blue Palms Suites"
"8","Cancun","Cancun","Playa del Carmen","Blue Parrot Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","BlueBay Grand Esmeralda Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Bosque de los Aluxes"
"8","Cancun","Cancun","Playa del Carmen","Bric Hotel & Spa Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Cache Hotel Boutique"
"8","Cancun","Cancun","Playa del Carmen","Caribbean Paradise Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Carmen Inn"
"8","Cancun","Cancun","Playa del Carmen","Casa Bella Vida Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa del mar penthouse el cielo"
"8","Cancun","Cancun","Playa del Carmen","Casa Del Mar Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa Fausta Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa Felicidad B&B Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa Freud Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa La Galeria Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa Miramar Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa Moskito Playacar"
"8","Cancun","Cancun","Playa del Carmen","Casa Seloa Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa Tucan Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Casa Villa Caribe Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Cielo Hotel Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Club El Caracol Village"
"8","Cancun","Cancun","Playa del Carmen","Club Yebo Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Coco Rio Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Cocos Cabañas Hotel & Restaurant Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Condo 5:28"
"8","Cancun","Cancun","Playa del Carmen","Condo Hotels Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Condominio Palancar -Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Condominio Romanina - Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Condominios Playa Inn"
"8","Cancun","Cancun","Playa del Carmen","Condomino Akab Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Condotel El Tukan"
"8","Cancun","Cancun","Playa del Carmen","Copa Cabaña"
"8","Cancun","Cancun","Playa del Carmen","Coral Blue Beach Condo Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Cozumel, Ultramar Ferry, Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Cruz con Mar Condos Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Da Gabi Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Del Carmen Hotel"
"8","Cancun","Cancun","Playa del Carmen","Deseo"
"8","Cancun","Cancun","Playa del Carmen","Deva Luxury Condominiums Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Dolce caribe Xcaret"
"8","Cancun","Cancun","Playa del Carmen","Don Emilione"
"8","Cancun","Cancun","Playa del Carmen","El Acuario Hotel - Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","El Patio Hotel"
"8","Cancun","Cancun","Playa del Carmen","El Sol Del Caribe"
"8","Cancun","Cancun","Playa del Carmen","El Taj - Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Encanto Riviera"
"8","Cancun","Cancun","Playa del Carmen","Encanto Riviera Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Enjoy Playa Hostel - Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Excel Sense Hotel Boutique Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Family Club at Grand Riviera Princess "
"8","Cancun","Cancun","Playa del Carmen","Fiesta Banana"
"8","Cancun","Cancun","Playa del Carmen","Fiesta Inn Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Fusion Beach Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Gaviotas 2 Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Gran Porto Resort Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Grand Coco Bay"
"8","Cancun","Cancun","Playa del Carmen","Grand Coral Golf Riviera Maya"
"8","Cancun","Cancun","Playa del Carmen","Grand Fifty Suites Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Grand Flamenco Xcaret"
"8","Cancun","Cancun","Playa del Carmen","Grand Hyatt Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Grand Riviera Princess"
"8","Cancun","Cancun","Playa del Carmen","H & A Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hacienda Maria Bonita Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hacienda Paradise Boutique Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hacienda Vista Real"
"8","Cancun","Cancun","Playa del Carmen","Hilton Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hilton Playa Del Carmen formerly The Royal Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Holiday Inn Express Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Honey B Suites"
"8","Cancun","Cancun","Playa del Carmen","Horizonte 34 Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hostal MX - Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hostel 3B Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hostel Che Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hostel Quinta Playa - Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","HOTEL 52 PLAYA DEL CARMEN"
"8","Cancun","Cancun","Playa del Carmen","Hotel Alhambra Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel All Riviera Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Aspira Playa del Carmen "
"8","Cancun","Cancun","Playa del Carmen","Hotel Balam Nah Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Bananas Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Barrio Latino Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Basico"
"8","Cancun","Cancun","Playa del Carmen","Hotel Be Playa - Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Casa De Las Flores Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Casa Melisa Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Casa Ticul - Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Cielo Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel City Express Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Colibri Beach Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Corto Maltes Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Costa Del Mar Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Delfin Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel El Tukan Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Eurostars Hacienda Vista Real - Playacar"
"8","Cancun","Cancun","Playa del Carmen","Hotel Fiesta Siesta Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Hacienda del Caribe"
"8","Cancun","Cancun","Playa del Carmen","Hotel Hacienda Real Del Caribe Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel HM Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Hulku Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Kinbe Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel La Rana Cansada Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel La Semilla Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Lab-Nah by Bunik"
"8","Cancun","Cancun","Playa del Carmen","Hotel Lunasol Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Lunata Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Maya del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Maya Turquesa Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Molcas Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Myko playa del carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Pelicano Inn Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Plaza Playa"
"8","Cancun","Cancun","Playa del Carmen","Hotel Posada Mariposa "
"8","Cancun","Cancun","Playa del Carmen","Hotel Quinta Margarita"
"8","Cancun","Cancun","Playa del Carmen","Hotel Real del Mayab Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Reina Roja Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Riu Lupita Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Riu Lupita Playacar playa del carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Riu Palace Riviera Maya Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Riviera Caribe Maya "
"8","Cancun","Cancun","Playa del Carmen","Hotel San Vicente Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Sol Playa - Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Suite 24 Playa Del Carnen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Tierra Maya Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Tukan Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Villa del Mar Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Wabi Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel White Sand Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Hotel Xcaret Mexico Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Humble Bumble Hostel Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Iberostar Quetzal Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Iberostar Tucan Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Icono Playa Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Ikal Del Mar Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Illusion Boutique Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","In Fashion Hotel Boutique"
"8","Cancun","Cancun","Playa del Carmen","Indigo Beach Club Playa Del Carmen"
